svc_id,svc_order_id,svc_role,svc_year,svc_district,svc_circuit,svc_par_cong_inst
378,2,,,Kote,Kalasa,Tigasu
379,2,Chaplain Pastor,2001-2004,Immanuel,Ialibu,
383,2,Pastor,1999,Immanuel,Tiripini,Kauwo
392,2,Trainee Evangelist,2022,Immanuel,Wabi,Wagalu Yalumita
399,2,,2011-2012,Kate,Satolbek,Kaitaka
414,2,Youth Coordinator,2000,Kainantu,Raipinka,Jomuna
419,2,Pastor,2019-2020,Jiwaka,Kup,
420,2,Pastor,2016-2024,Simbu,Omkolai,
425,2,School,1983-1984,Ogelbeng,Highlands,Seminary
426,2,Pastor,2015-2024,Jiwaka,Kuma,Kudjip
427,2,Paris Pastor,2002-2023,Hagen,Kogle,Parish
428,2,Pastor,1991,Hagen,Melpa,Kelua
429,2,Pastor,2000-2002,Kainantu,Lihona,Loa Duna Parish
430,2,Pastor,2010,Kainantu,Finintugu,"St, Bamra, Kamanotina"
431,2,Pastor,2010,Kainantu,Finintugu,"St, Bamra, Kamanotina"
432,2,Pastor,1984,Goroka,Finintugu,"Aseu, Kananotina"
433,2,Pastor,2005-2019,Hagen,Ogelbeng,Ulgpeng
436,2,,2010-2014,Simbu,Nomane,Meine Parish
437,2,Helpim Pastor,2013,Kainantu,Lihona,Yagafonave
438,2,Paris Pastor,2002-17,Kainantu,Raipinka,Ijorina
439,2,Pastor,2004,Kainantu,Finintugu,Kzinare
440,2,Parish Pastor,1992-1994,Madang,Madang,New Town
442,2,Paris Pastor,2021-2013,Kainantu,Kambaidam,Onanika
443,2,Pastor,2016-2018,Jiwaka,Trinity,Nengembia
444,2,Pastor,2023,Jiwaka,Tabbi,Baura
445,2,Pastor,2013-2021,Simbu,Town,Dokor
446,2,Pastor,1990-1993,Jiwaka,Kup,
447,2,Good New Director,2017-2023,Kainantu,Kambaidam,
448,2,Pastor,213-2015,Kainantu,Tenta,Samura- Lamari
449,2,Pastor,2015-2020,Jiwaka,Trinity,Moroma
450,2,Pastor,209-2013,Hagen,Kotna,
451,2,Pastor,2023,Jiwaka,Kuna,Pikamape
452,2,,2012-2017,Goroka,Tarabo,Kanite
453,2,Pastor,1993-1997,Jiwaka,,
454,2,Pastor,1998,Kainantu,Ponampa,Lamari/Obura
455,2,Wok Pastor,2003-2004,Hagen,Ogelbeng,Kont Kona
456,2,Pastor,2009,Jiwaka,Kol,Kaima
457,2,Pastor,2018,Jiwaka,Trinity,
459,2,Pastor,2015-2022,Jiwaka,Trinity,
460,2,Mission Field Pastor,2015-2019,Jiwaka,Tabi,
462,2,Pastor,2010-2014,Simbu,Nomane,Meine
463,2,Pastor,2021-2023,Kianantu,Ona,Ese Praish
464,2,Parish Pastor,2009-2010,Jiwaka,Kol,
465,2,Youth Coodinator,2013-2017,Kainantu,Ponampa,Stesin
466,2,Pastor,1981-1986,Goroka,Ponampa,Lamari
467,2,Pastor,2009-2010,Jiwaka,Kol,
469,2,Pastor,1993,Hagen,,
470,2,Pastor,2019,Jiwaka,Kuma,
486,2,Sunday School Teacher,1985-1986,Immanuel,Tiripini,Calvary
520,2,Pastor,2009,Papua,Western,Kiunga
523,2,Youth Leader,1999-2007,Immanuel,Tiripini,Kalvari
1,3,President,1997-2003,Kainantu,Ponampa,Ponampa
2,3,Pastor,2006,Kote,Quembung,Guramuti
16,3,Pastor,2022,East Simbu,Mu,Yobatole
18,3,Pastor,2013,East Simbu,Mul,Nabliwera
19,3,Pastor ,2016-2023,Yabim ,Lae ,Mt Zion
25,3,C/Pastor ,2013-14,Madang ,Ranara ,Nahu 2 Parish 
29,3,Pastor,1985-1997,Eastern Highlands,Finintugu,Kazimarena
33,3,Pastor ,2020,Yabem ,Lae City ,Kumam Konok
34,3,Pastor,2021-2025,Jabem,Wampar,Ngasuapum
36,3,Pastor,2018,Kainantu,Lohina,Yagafonave
37,3,Pastor ,7 months,Madang ,Amele ,Uddkol (Danben)
39,3,Pastor ,2003,Siassi ,Tuam ,Tuam
41,3,President ,2023,Hagen ,Kogle,
45,3,,2004-2007,Ukata ,Top,Wadabong
51,3,Pastor ,2019-23,Jiwaka ,Banz ,Mugang/Fatima Sec
68,3,Pastor ,1995-97,Madang ,Bougui,Kumisager 
73,3,Pastor ,1996- 23,Hagen ,Siti Seket ,Bethel Pidgin
127,3,Congregation Pastor,2021-2024,Hagen,Alkena,Kiripia
135,3,Pastor,2007-2013,Simbu,Kagai,Mai Parish
138,3,Pastor,2016-2024,Simbu,Kagai,Migirima Congregation
144,3,Pasdtor,2005-2010,Goroka,Rongo,
146,3,Pastor,1998-2004,Immanuel,Ialibu,Yalo Parish
272,3,Chaplain,2021-2023,Hagen,Town,Mt. Hagen Secondary School
275,3,Pastor,1979,Immanuel,Mendi,Upper Mendi
276,3,Autim Tok,2023,Obura Wan,Kambaidam,Asarenka
279,3,Chaplain,2023,Hagen,Kitip L/Secondary,
281,3,Pastor,2017-2024,Kote,Sattelberg,Kitaka
282,3,Pastor,2023,Kote,Quembung,Hamaka
283,3,Pastor,2022,Hagen,Kotna,Tipuka
286,3,Pastor,2015,Kote,Sattelberg,Wemo
288,3,Pastor,2017,Hagen,Alta,Malke
290,3,Pastor,2008-2010,Immanuell,Mendi,Anga
294,3,Lida,1980,Finitugu,,
295,3,Pastor,2014,Hagen,Ogelbeng,Station Congregation
298,3,Pastor,2009-2013,Ukata,Timbe,Motu
301,3,Pastor,2012,Goroka,Town,St. Mathew
414,3,Hetman,2005,Kainantu,Raipinka,Yoginofi
419,3,Gutnius Director,2021-2023,,Kup,
425,3,Pastor,1985-1997,Goroka/Kainantu,Finintugu,Kazimarena
427,3,Circuit President,2023,Hagen,Kogle,Circuit
428,3,Pastor,1999,Kainantu,Riona,Vegave
429,3,Pastor,2003,Kainantu,Lihona,Apa Duna Parish
430,3,"Chapling Hen-Sac, School",2015,Kainantu,Finintugu,"Zakari, Kzimare"
431,3,"Chapling Hen-Sac, School",2015,Kainantu,Finintugu,"Zakari, Kzimare"
432,3,Pastor,1991,Goroka,Bena,Masagu
433,3,Pastor,2020-2022,Jiwaka,Banz,Wagi Stone
435,3,,,Tumba,Kuma,Manda
436,3,,2015-2018,Karkar,Samoan,Makitul Parish
438,3,Circuit Pastor,2018-2023,Kainantu,Raipinka,Raipinka
439,3,Chaplain,2008,Kainantu,Finintugu,Kzinare
440,3,Lecture,1995-2016,Jiwaka,Banz,Institution
443,3,Pastor,2018-2023,Simbu,Monono,Konsogu
445,3,Pastor,2022-2023,Simbu,Town,
446,3,Parish Pastor,1995-1996,Kainantu,Ponampa,
448,3,Pastor,2016-2017,Kainantu,Taun,Ataru
449,3,Pastor,2020-2023,Jiwaka,Trinity,Highway
450,3,Pastor,2014-2017,Jiwaka,Kup,
452,3,,2018-2023,Kainantu,Abonamu,Ona Paris
453,3,Pastor,2001-013,Jiwaka,,
456,3,Pastor,2014,Jiwaka,Kol,Oipo
16,4,Pastor,2023,East Simbu,Mu,Yobatole
18,4,Pastor,2016,East Simbu,Mu,Beyoshe
19,4,Pastor ,2023,Yabim,Lae ,Intum 
25,4,Sch Chaplin,2015-23,Madang ,Bongu/Biliau,Raikos Luth Sec
29,4,Pastor,1998-2000,Kainantu,Finintugu,Loa Duna 
33,4,Pastor ,2022-2026,Yabem ,Lae City ,Redeemer Parish 
190,4,Seket President,2011-2024,Kote,Kalasa,Kalasa Amugen
194,4,Pastor,2021-2025,Yabem,Aseki,Aiya
199,4,Pastor,2004-2008,Kote,Garaina,Sopaibubu
204,4,Vice President,2010,Kote,Quembung,Quembung
210,4,District President,2011-2016,Kote,,
212,4,Chaplain,2003-2008,Jabem,Lae City,Png Unitech
354,4,Pastor,2014-2016,Kote,Zaka,
358,4,Pastor,2001~2024,Immanuel,Imbongu,Kongibul
375,4,Parish Pastor,2004-2008,Kote,Hube,Dopi
376,4,Lecturer,2006-2011,,,Logaweng Serminary
377,4,Pastor,2014-2021,Goroka,Bena,Kintinu
379,4,Chaplain,2019-2024,,Balob Teachers College,Balob Teachers College
383,4,Missonary,2016,Bavaria,Landshut,Parish
504,4,Pastor,2000-2003,Kainantu,Raipinka,Kurina
505,4,Chaplain Teacher,2010-2014,Rintebe Lutheran High School,Bena Seket,Goroka District
506,4,Chaplain Teacher,2010-2014,Rintebe Lutheran High School,Bena Seket,Goroka District
508,4,Pastor,2007,Jiwaka,Dawoo,Manga
509,4,Pastor,2001,,,
510,4,Pastor,1998-2006,Jiwaka,Banz,
513,4,,2018-2023,Jiwaka,Dawoo,Konduwill
514,4,Study At,2012-2017,Seminary,Ogelbeng,
520,4,President Chairman,2024,Papua,Western,Western Circuit
340,5,,2021-2025,Kote,Zaka,Duka
341,5,Pastor,2023,Kote,Quembung,Babuso
344,5,,2015-2019,Kote,Quembung,
346,5,Pastor,2005-2010,Kote,Sattelberg,Kitaka
354,5,Pastor/President,2017-2024,Kote,Zaka,
204,6,Chaplain,2020,Yabim,Lae City,Buimo Prison
